1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
1000.0,-400.0
